id	filename	md5	size	state
0867433a-a3b3-4c1d-80cb-4f9b50e27102	nationwidechildrens.org_clinical.TCGA-06-6391.xml	0ed2a612c789d7040cf8c094ba0af490	17272	live
08fe0bdd-9fba-437e-a52f-a96111a01568	nationwidechildrens.org_clinical.TCGA-12-3650.xml	51fad5340f36918e471f45ab7aeb0158	98176	live
09426bd2-54dd-45b3-bac5-a0aa9b3bcf8c	nationwidechildrens.org_clinical.TCGA-26-1440.xml	31a40ccb8b0e5ed1630a5161605b1655	36350	live
09a61ee8-f917-4ad1-ba14-784fbd782ec4	nationwidechildrens.org_clinical.TCGA-19-1385.xml	da08ce3344069d481ab6a36d1e8d820e	38317	live
09dcbcbf-fecc-462d-bd25-9399e899b5f4	nationwidechildrens.org_clinical.TCGA-06-0175.xml	42f1a33e0f1a7eeb3a5be962bb453254	30163	live
09e558fe-f4ba-4398-b034-dde92c14a4f3	nationwidechildrens.org_clinical.TCGA-41-3392.xml	14aa6cd5a2a1bb481876db903d3b9864	17114	live
0a3f2035-15b2-4419-a70d-df2551d9104c	nationwidechildrens.org_clinical.TCGA-02-0048.xml	8d72ce2c801ac52a57423db1dc3547ee	18620	live
0a4f5b60-2ff0-4f04-9500-959092163e55	nationwidechildrens.org_clinical.TCGA-02-0330.xml	0c6fefab540c659524e2e63023c78dd4	54303	live
0c418d9c-b582-4174-8757-87e90083f82d	nationwidechildrens.org_clinical.TCGA-26-1439.xml	4b785ebb02f82b22d02a9b2cc30f1ecd	29941	live
0c4bfcff-5f93-409a-9e6f-b6e8bb57b7cd	nationwidechildrens.org_clinical.TCGA-08-0520.xml	f0cb71c4e5d585ca8575d3bb710a4b6c	34815	live
0c57896f-6bfb-4524-b980-3c97c6c1bde2	nationwidechildrens.org_clinical.TCGA-76-4927.xml	d97a4f07d9e2c09425bc4c5e275079d6	20686	live
0d30e520-a9b0-4430-943d-dd8e6a02cc3e	nationwidechildrens.org_clinical.TCGA-02-0258.xml	5aec9394aa83a249d2c3ab675b053f5d	18865	live
0e9cfd80-b257-40d0-bb89-418cf6b64a65	nationwidechildrens.org_clinical.TCGA-08-0352.xml	6e15001dd2f582456ea679f81dd28015	17117	live
0ec3114b-f1cd-41fb-85fc-8a2e936dc0e4	nationwidechildrens.org_clinical.TCGA-12-1090.xml	5754d46e79245d23b9a8610c1a0771cd	40718	live
0f9f0bb9-fde7-431c-b7fa-2534206a6a89	nationwidechildrens.org_clinical.TCGA-06-0394.xml	aac114c9469ab843214cf6d41f7a1174	48705	live
0fbdc919-3fa3-4bf9-b5fb-33e54754c2dd	nationwidechildrens.org_clinical.TCGA-06-0184.xml	beaf30e8de00448bb866d3393fb6800c	53265	live
0feebe25-be8f-4779-834e-e6222a2a1bac	nationwidechildrens.org_clinical.TCGA-02-0014.xml	551159cd407981c48c7ff8aa0600038f	35982	live
10164cf4-811f-4c80-b81f-1c7bf8858470	nationwidechildrens.org_clinical.TCGA-76-6193.xml	7f2a5062f04e3a1ee36338f8e5b6a317	29807	live
10e52cdd-4584-487e-8e9b-a2533fb7299d	nationwidechildrens.org_clinical.TCGA-12-1093.xml	7e491c8912c2fd5d568061fee05e863c	56516	live
11d2f362-ddc7-4bde-a9b5-6469006a3cb1	nationwidechildrens.org_clinical.TCGA-02-0113.xml	95027d23cfc05fc07bbd0f05e44f1c48	29987	live
122569e2-c846-4da0-b9cd-365ecf55d328	nationwidechildrens.org_clinical.TCGA-32-1991.xml	abda8a45cd328c2694984cb73fa80b26	62855	live
12f22078-1a4b-4415-89bc-1a1eea020158	nationwidechildrens.org_clinical.TCGA-06-2567.xml	2f21092773386e2d0f9b4f6de3e9312c	28129	live
12f78b5f-e935-4a88-a2c4-26b75111dd1a	nationwidechildrens.org_clinical.TCGA-06-0211.xml	de0f8a419254e00b55b30d7d8bc5f76c	44493	live
134d1733-9c86-46a0-967c-39408bfbbd7c	nationwidechildrens.org_clinical.TCGA-02-0011.xml	1fc7e131ef8ef78b0cbd5bc7f2f1207f	48234	live
137d93e9-e926-4404-9ea0-47093e6bade6	nationwidechildrens.org_clinical.TCGA-4W-AA9T.xml	f2f16b51b6da376d1068a387031894ee	29921	live
13b65ac2-93f3-4391-bd47-8107dc1139c8	nationwidechildrens.org_clinical.TCGA-27-1834.xml	4f298272247cfc7f26adbb7788ae14dc	61009	live
14466388-f640-4833-8401-c23beee69df9	nationwidechildrens.org_clinical.TCGA-32-1973.xml	3f187da8a34f3ca66f0622ca4ad57121	67151	live
1490288e-33e6-4ebd-a445-895c2e7cecdf	nationwidechildrens.org_clinical.TCGA-06-0649.xml	09818684e7f065c7f40a719a80d56c83	17243	live
14e8bc01-c568-4970-b976-9b0139acc394	nationwidechildrens.org_clinical.TCGA-14-0817.xml	c73a2beef14f38c4004b08d1a9c1f146	23244	live
1523ee67-5f2d-4b47-8811-bdfa3d99175e	nationwidechildrens.org_clinical.TCGA-12-0773.xml	6ad2a7d1554aa59c16e03764437e0759	123941	live
158b704d-cdf7-4c68-b071-09bf35d66ce4	nationwidechildrens.org_clinical.TCGA-06-0210.xml	3a85f7d7418a0655df854a149c129cbd	25844	live
15ae6b8e-ff52-4633-bfc7-303ed2c544fb	nationwidechildrens.org_clinical.TCGA-28-5218.xml	5cdc9729b6d086e0c85f4716543f8b2a	44479	live
15c114fc-fc22-4ca0-937f-573292611704	nationwidechildrens.org_clinical.TCGA-32-1978.xml	0286bd08fcc514edc280d04ef8ddcfb8	17061	live
15ce19a2-ddca-497f-a8c9-dd41bc3d6d41	nationwidechildrens.org_clinical.TCGA-02-0052.xml	4fee25300db395431a25a4c62f424bf9	30105	live
16573423-b9d3-4e80-aa27-9111f433775f	nationwidechildrens.org_clinical.TCGA-06-6698.xml	d0d0ddf8248967ab4c4305f1ada98e0f	34187	live
16e43db4-2ef2-491f-ad6f-1be1a550d8ad	nationwidechildrens.org_clinical.TCGA-02-0037.xml	b556ae96b0a2fc26f079dc0f19e3ce47	19022	live
172943e4-226d-45ba-a8eb-c2348e53a52c	nationwidechildrens.org_clinical.TCGA-12-0620.xml	eeba57a0936ce5b10ad0ca5d29ba59f6	34536	live
1811ff5f-55f7-4c89-b177-6522948d7289	nationwidechildrens.org_clinical.TCGA-06-0750.xml	c2fefbbf7ba028a56b54dd951f7ed37c	17299	live
185951e4-8bb4-4f39-a9c0-9b511f12159e	nationwidechildrens.org_clinical.TCGA-02-0086.xml	03a20735510bea9ffffb8ccef0d6fffa	53910	live
1891f9ef-c77e-40f3-96b3-70f661e06562	nationwidechildrens.org_clinical.TCGA-06-5418.xml	0f54d25282edeec39964d14770aa8822	17318	live
19af364e-71c3-4a02-bb70-f8d48b5c69c5	nationwidechildrens.org_clinical.TCGA-15-1447.xml	f08e0d424e1148de43c13602dd635e35	44368	live
1ada3842-dda9-4941-9415-f1761c3078a0	nationwidechildrens.org_clinical.TCGA-02-0338.xml	264f24747d180cd7396b1362c52762c2	18953	live
1adb5cb9-af6e-4588-88f9-16a69bc181a2	nationwidechildrens.org_clinical.TCGA-14-1821.xml	8aadfe4ed65c128b0ce18dfac62c2a80	42125	live
1adc6af3-7ba8-440d-8ca3-3426c7fa35e7	nationwidechildrens.org_clinical.TCGA-08-0244.xml	6de37922854d6f3a805db5a8c375abf6	37937	live
1ae1ebd7-d037-4c34-9f66-bc0db2526662	nationwidechildrens.org_clinical.TCGA-08-0353.xml	97e739e0d34bd1d4c22b17838c2da40d	41133	live
1b13399e-7b55-4d1f-905f-d204a78c88c0	nationwidechildrens.org_clinical.TCGA-08-0385.xml	3b36a59d54e22c6ea73d7187b074b7ed	17238	live
1bb7079a-d0a1-458c-b325-9993b42892a9	nationwidechildrens.org_clinical.TCGA-19-0963.xml	70622ba2686c4a829fee7bde0caeff4b	38149	live
1c32d9b8-5302-400d-ad81-d4cce8b12bf8	nationwidechildrens.org_clinical.TCGA-19-5954.xml	ce9f30dff4fcab8517382f5e4734ab8a	39807	live
1c60025d-5c3e-4886-83c3-7368395ba5d9	nationwidechildrens.org_clinical.TCGA-06-1802.xml	cd9d505a9d5ebc0b6cfcbd5643d5d0da	50130	live
1c8615c4-f57b-4c30-bd70-0b545ab03738	nationwidechildrens.org_clinical.TCGA-02-0430.xml	ccff38fa0ab170a903cf8108ff793da9	19056	live
1cee30e7-765d-4b2b-b3c3-23a650c6a769	nationwidechildrens.org_clinical.TCGA-02-0047.xml	ec0085804d87df1b643f0bb84a447771	19020	live
1d042257-0a23-4a30-b733-eff1772cfdc8	nationwidechildrens.org_clinical.TCGA-08-0355.xml	33166cb0245a1864c87279f261d2ea9a	68535	live
1d1cbfd6-c777-4311-be6e-5934b1a326b2	nationwidechildrens.org_clinical.TCGA-28-1756.xml	2c4562b83eaa8617c9f3a7b088cfd354	33233	live
1d97a0d8-45c7-48b7-aa98-280f3839ac4c	nationwidechildrens.org_clinical.TCGA-02-0004.xml	0963456ed47c740e9f37867dcf5438c0	36245	live
1dd2dba3-1b06-44a4-bd27-f6397f495b34	nationwidechildrens.org_clinical.TCGA-02-0446.xml	ec1b52a6a16433f41d3d032f3db1977c	18940	live
1fd7c4c8-6cdc-407d-b408-17d8da751864	nationwidechildrens.org_clinical.TCGA-19-A6J5.xml	272c59d1c6ecc31f27e3125513d65d5f	47613	live
20321234-6a14-4ed0-9c88-a36fe0d4d3f1	nationwidechildrens.org_clinical.TCGA-12-0619.xml	ca712920490578cc65d65ec910182e15	67189	live
205b3061-413d-4ad6-a1bc-a841db4a5937	nationwidechildrens.org_clinical.TCGA-02-0068.xml	b9206f74a7ec22159cd62f6802384bfb	50079	live
21001c01-10a6-441c-a6b8-592ba44fde08	nationwidechildrens.org_clinical.TCGA-02-0324.xml	780a4106b9cf5b150ddd41b64fed52f5	18936	live
2142b9c2-d6b0-4fe6-aa15-69d1926477a6	nationwidechildrens.org_clinical.TCGA-08-0345.xml	cbd15e4ecbc25d3219bccd7c0196ff0e	22154	live
223305f8-0f2f-4095-bc58-b8173aae9e57	nationwidechildrens.org_clinical.TCGA-27-2524.xml	6ef9518b8673ae1899bd3c8d49752571	51925	live
22931f62-7ed9-4dbf-b6a7-de9846331902	nationwidechildrens.org_clinical.TCGA-02-0058.xml	0463ec68dc27e5b05f85d41e3e946831	30093	live
229be0bd-660f-404d-986c-233abc0f496c	nationwidechildrens.org_clinical.TCGA-76-6192.xml	1bdf326d77d65223243d4ba6ba4b9fc4	30212	live
22a2a15f-a974-4aa8-a727-67dbf3227d7c	nationwidechildrens.org_clinical.TCGA-02-0111.xml	4489571e7dd0c6d14cb71ff7e290fcd5	30060	live
23ef99b8-9c02-4e9b-a00d-fb22972cb1dc	nationwidechildrens.org_clinical.TCGA-06-0414.xml	f7d71c022ab846bfc7146893681e5e3a	37845	live
24021843-ba42-460f-aa93-6db0b820d3eb	nationwidechildrens.org_clinical.TCGA-06-0214.xml	8fb9b54540798f153c6b4fa1dba131c4	42609	live
24236bd5-a836-462f-a724-5816d8f0a66e	nationwidechildrens.org_clinical.TCGA-06-0124.xml	fd7f6a030bc56d442b6e2b8302d396ef	23152	live
248466c8-b024-4581-9504-3ec3e98bc46e	nationwidechildrens.org_clinical.TCGA-02-0026.xml	3df0475d59f41b27255867cc5169c46b	42095	live
24ab20f7-18dc-4813-bdbd-958349bd332e	nationwidechildrens.org_clinical.TCGA-06-1801.xml	1213e1e9179aecaaa0ac60942f5d246a	50010	live
25864d7e-b074-46c5-8a0d-a58b23507ba7	nationwidechildrens.org_clinical.TCGA-28-2509.xml	ff35b920290fd8d81cac634ee93799cd	39252	live
258be4c6-51a4-4458-a9b9-5b0b8e6157c4	nationwidechildrens.org_clinical.TCGA-28-5204.xml	0d4cd945206ffadf83878169e5e6cf10	44911	live
27c2fd19-f4e7-4ed2-80d7-8033e35d76f9	nationwidechildrens.org_clinical.TCGA-19-5958.xml	4e02eed559c12a93833f77817db07029	50312	live
2895e20f-1278-4f72-9644-2e70991332c6	nationwidechildrens.org_clinical.TCGA-02-0006.xml	85ea3ab3ed3b2df05724ab60d79a5f0e	43892	live
28e551c3-fb78-4505-9376-ee9b5121ee58	nationwidechildrens.org_clinical.TCGA-06-6700.xml	a66e277a430b640e8da6e1299111c453	40715	live
295ba8f2-cf72-47d3-af0e-6cf7d222d666	nationwidechildrens.org_clinical.TCGA-02-0099.xml	9f65339f68c872b25daa89c57dd54cb6	34285	live
2bbe64db-0495-4264-ae1b-9fb7ae50a2ba	nationwidechildrens.org_clinical.TCGA-16-1045.xml	6464887d13b21c300e0f4ba23464a4ce	28780	live
2c00656a-cd3d-42ae-ada7-c51507cb421c	nationwidechildrens.org_clinical.TCGA-02-0432.xml	0ec5ed2ea977aff4ea55f83f2c52e160	30048	live
2c99d7d6-b42c-41eb-9ee4-6f429723cf57	nationwidechildrens.org_clinical.TCGA-06-5408.xml	c0e89b8da07fc305575c592277f52b1c	42639	live
2c9d281f-fd61-4d8a-bae4-9c4e6af993ad	nationwidechildrens.org_clinical.TCGA-26-1799.xml	821bdf3c18ce74e27ceffc7a3941992b	30279	live
2d758858-b021-47f8-bd51-5619b447d24a	nationwidechildrens.org_clinical.TCGA-28-5219.xml	8158d349ad91d5b0fe6d13e23c9b71b9	52994	live
2d98af4d-c10f-4c88-a38f-4a5810889b8c	nationwidechildrens.org_clinical.TCGA-19-0960.xml	1270496b21cd260409d475c662a96114	28204	live
2e127893-6c8a-4176-9db3-8dc0160154bc	nationwidechildrens.org_clinical.TCGA-12-0654.xml	a16e60a3ec1dbd9803c6f5c0139befe0	36033	live
2f0dee38-23e9-49fc-84b1-8ad936d96647	nationwidechildrens.org_clinical.TCGA-12-0775.xml	ea275ef6c05382a2a1c705bf9aeb2a0a	36317	live
2fdf0fc3-5a8f-4a8f-95ef-200e42c27606	nationwidechildrens.org_clinical.TCGA-02-2466.xml	ed4694cac1482de12cc7238c19a6b9e3	38318	live
300c8666-7e42-416c-8d9a-6d802b5ad8be	nationwidechildrens.org_clinical.TCGA-28-2513.xml	8a47450c530cadfeb9638c78184d0e96	47395	live
30281e99-40f1-48e8-8c13-10bd80687542	nationwidechildrens.org_clinical.TCGA-02-0271.xml	ceb6fc5135ab093126d257af6829e23f	16872	live
306d677a-e116-4c65-a666-23b46abf0ef5	nationwidechildrens.org_clinical.TCGA-14-0787.xml	eff0bf24e079c4fafa14ac8824cf3be1	29237	live
30e8ba1c-d8a0-431c-995e-687ae11de3a0	nationwidechildrens.org_clinical.TCGA-19-2629.xml	c8683da0efb28124d1789bb98dbe15b8	42555	live
311216b0-5654-47bc-a6c8-dd71cc6fdbb6	nationwidechildrens.org_clinical.TCGA-15-1446.xml	f14683becbbc9268c3b3bd587b3ebe1e	32044	live
31fc8525-64bf-4ef2-a585-879d53bafcfa	nationwidechildrens.org_clinical.TCGA-RR-A6KB.xml	06030bbaef0a000cf9428d5295ff09bb	17170	live
334d8943-106a-47e1-897d-5b7ce0f130b9	nationwidechildrens.org_clinical.TCGA-06-0140.xml	c1e7e26b076d00b8bb547012e7a24014	12017	live
33d7ac1f-779d-412e-8459-3b6a8a390e85	nationwidechildrens.org_clinical.TCGA-19-5952.xml	e016f21619cfc5ecc0ce16a52e940b2c	22074	live
344b4425-a970-422f-aedd-b34a9e6afb99	nationwidechildrens.org_clinical.TCGA-14-4157.xml	7dbecc40f239790474328afdc3afd133	42297	live
34e3c2de-abb7-49fe-aea7-36d64133bd62	nationwidechildrens.org_clinical.TCGA-06-0155.xml	89a3eb317d7fd5880c9776bef19c3cc1	50575	live
34f2fa09-9c28-4c68-bbd4-612311cf1956	nationwidechildrens.org_clinical.TCGA-28-2512.xml	1f98d7933d7e03e3dc61d224ab07fb7a	36199	live
35962c11-bbea-4616-9966-718fbeb211d7	nationwidechildrens.org_clinical.TCGA-27-1831.xml	2a72759fc5ee3c4f1312a4a302c34666	48846	live
35f9236b-1679-4903-869b-0088b840bb99	nationwidechildrens.org_clinical.TCGA-06-6694.xml	d7cb0e3557379a954e9f5d00d5ed8414	17063	live
367c5809-f9ae-41d7-ae6c-7da924af2781	nationwidechildrens.org_clinical.TCGA-19-2623.xml	0aec1487b228b15a2873c1c9f8bfe150	40757	live
36e991f3-f48f-43ca-b106-788dc7698c38	nationwidechildrens.org_clinical.TCGA-14-0736.xml	4888fa44b09c2fbc51fdff7303072121	50215	live
36f8bb3e-7424-4442-968d-ad1a82ff3faf	nationwidechildrens.org_clinical.TCGA-12-0827.xml	38d16d7a366457726672748a8fa96891	79290	live
380fa81f-b03a-497d-acfe-44be589f8e16	nationwidechildrens.org_clinical.TCGA-32-1980.xml	44ccdf4ec1efa2b191c3009d1810a193	17117	live
383dc3e8-ccce-47b7-bfc5-897ceebc2b98	nationwidechildrens.org_clinical.TCGA-26-5136.xml	d2aa3ace2ff0e3ef66a9cb479b48a121	17005	live
38994094-4f4b-4f18-b56d-723b783e58ff	nationwidechildrens.org_clinical.TCGA-06-6701.xml	24dc981e938b26d2e5e34fd8c9cfc9c2	28199	live
38daca62-3457-443f-adef-065c8cda45d1	nationwidechildrens.org_clinical.TCGA-19-2624.xml	986068e02549a6673f6b9136a9b6ad89	17112	live
39b747ad-2155-4c68-be18-e1fa963033ea	nationwidechildrens.org_clinical.TCGA-08-0522.xml	0f283db71d9edb23169f2ff3bb5cb029	56378	live
39dffb8d-5f0e-4c68-9a52-311d19cb326b	nationwidechildrens.org_clinical.TCGA-76-4935.xml	54448806057bef7bab5262cce658e40d	41118	live
39e32411-80ff-47e6-a6fb-e164793d90d8	nationwidechildrens.org_clinical.TCGA-02-0057.xml	b0cd2a06cbbb94c2bfe27940f1c195b8	36011	live
39fa270c-4271-47ef-b37f-df45d7a57300	nationwidechildrens.org_clinical.TCGA-08-0392.xml	ee7f15de4432f595ce34f9eec4e6d84f	17117	live
3a612a28-5e7a-40ba-a720-d717c22957c7	nationwidechildrens.org_clinical.TCGA-12-1092.xml	e07916d0e1f71862b01b00c823b66d5d	79226	live
3a75dae0-e699-435e-9770-fd9f44a04557	nationwidechildrens.org_clinical.TCGA-08-0521.xml	73017dff1d900b55662b0a870aec48e5	40170	live
3a7821e9-87f4-4ca1-b4e6-ef42831ea5c5	nationwidechildrens.org_clinical.TCGA-19-5953.xml	eb519f86f25eec6787e03b0095849e97	18882	live
3acbc1e4-c221-426f-a281-eec6411c246c	nationwidechildrens.org_clinical.TCGA-16-1063.xml	eb1002e7a93dce27f5a4c4bf6cf57183	23852	live
3afee4de-8653-4e8e-8432-a2eacc3ae54a	nationwidechildrens.org_clinical.TCGA-02-0321.xml	cfb8165fbad9614480f6e9cbf875de36	20822	live
3bfefd83-ed26-48e2-8459-317bcf45fa61	nationwidechildrens.org_clinical.TCGA-06-0156.xml	7422058e5afeef8335e73940537da2d9	28209	live
3ccd7ca6-9e06-4d29-b54d-ce771db84a1f	nationwidechildrens.org_clinical.TCGA-02-0339.xml	89227f167b2b04d16c6c4686676651f0	18953	live
3dee30d6-ee41-45a9-8481-887138fd75a3	nationwidechildrens.org_clinical.TCGA-19-0955.xml	d9e90108bc76dc3b3118c70232b7661d	33046	live
3dfef0dc-ae7c-405f-ab25-6a2b6db650bf	nationwidechildrens.org_clinical.TCGA-12-3646.xml	8c017534c7f8d5d892fe6018369a8e70	75501	live
3e885f73-fe35-487e-8e51-352a3d06ca8c	nationwidechildrens.org_clinical.TCGA-06-0160.xml	15cb5701b27271be2c267a4cfdd4e88a	33892	live
3f666ab0-103e-4c87-b30d-14764c64cf53	nationwidechildrens.org_clinical.TCGA-02-0025.xml	134726e8d67a62a7459e1e3cd9ca5828	43929	live
3fad8030-d642-4bfc-8088-fa2ff1c11a70	nationwidechildrens.org_clinical.TCGA-06-0130.xml	d0707ca7aec77404c9d63422e9a9c80c	32037	live
40391092-1ec4-48a3-807c-c9c74f214b2f	nationwidechildrens.org_clinical.TCGA-06-0126.xml	d7a8939b11d4feeb353f8f1e00e80494	17063	live
405c0241-517c-4a34-ae65-2e16dad9a45f	nationwidechildrens.org_clinical.TCGA-12-0653.xml	9e9c42a7494f9e77c893445e29b81762	64238	live
40836aab-7e34-4020-81b4-36a9c2b8c2c8	nationwidechildrens.org_clinical.TCGA-08-0351.xml	ce680a3aeb3a984fde8e7252d48da78e	50187	live
416f209a-dba3-49f5-b490-b995abd0478e	nationwidechildrens.org_clinical.TCGA-41-2573.xml	4b1c8b82256632f0a2d64d3b898b3e84	48608	live
4262a911-8697-46bd-a97c-0469c69c8cc0	nationwidechildrens.org_clinical.TCGA-19-5947.xml	a0bf4b37d92b61d7a1e64833bb8f064f	24070	live
428a33e2-dbb0-4c18-87fc-9799f49f85e1	nationwidechildrens.org_clinical.TCGA-06-0141.xml	55d58af3164530f02d4232235b1c8bc4	42655	live
43110a2d-f008-47d3-968f-49c9b45b9fc5	nationwidechildrens.org_clinical.TCGA-06-5413.xml	1c2ec29e0841e48da5fd4131c3a7d408	36358	live
432f2c7f-ae75-4c12-a55f-1a3276d8e6c9	nationwidechildrens.org_clinical.TCGA-27-1832.xml	c5f665e47b675f84b1a2f81f8f8bd932	42418	live
438355b6-5ad8-4ac9-b3db-8b4e7bd243bb	nationwidechildrens.org_clinical.TCGA-06-0132.xml	4ebcf42625da4596eb459a6dc3c47d2b	18978	live
43ae1f5e-11ec-4822-9c31-e45e6a94fbb4	nationwidechildrens.org_clinical.TCGA-41-5651.xml	25182db3758f03ece32fb20b2041f58f	68944	live
43f983a0-debf-43a8-acf5-edbd39e13f14	nationwidechildrens.org_clinical.TCGA-OX-A56R.xml	5d7f6650dcb276637306a245cbfae551	12029	live
4412da7b-a0cf-4bad-9799-005048f28333	nationwidechildrens.org_clinical.TCGA-14-1401.xml	168313c256d36162cc6d7fb1f893d675	23248	live
443b7788-1cf8-48c5-82a4-bf611f85f3fd	nationwidechildrens.org_clinical.TCGA-RR-A6KC.xml	ed91989e24a59cc903578269764dec9e	13707	live
444b434d-a0f0-45e7-a876-437c394a7fa7	nationwidechildrens.org_clinical.TCGA-06-1806.xml	281ff5c791f6ac5fc742fa460e431d93	45579	live
446787ce-5cc7-470a-ad30-1b463bfc261b	nationwidechildrens.org_clinical.TCGA-19-A6J4.xml	e64e483adb3aa8235af5736c04b3b653	11986	live
44737ef3-d8e1-49be-b40f-4688887bb21b	nationwidechildrens.org_clinical.TCGA-12-0703.xml	abdbb9bf5d4f55926d0fd5ae98de56e4	54629	live
45261892-df72-4177-966d-b9c2b368be29	nationwidechildrens.org_clinical.TCGA-02-0260.xml	464bc96b2df3e6d25a465ecfd01cc468	18958	live
452e3fe1-7ae8-4c09-8bb3-41bd306e6d01	nationwidechildrens.org_clinical.TCGA-06-0146.xml	5a30d12b62f0bcbcf8aecd5821b8d50c	38197	live
46335b44-72e1-4370-ab60-ceceba9ed5dc	nationwidechildrens.org_clinical.TCGA-12-5301.xml	580b776bf3ff4684b21f698d0d75faee	28439	live
46f65142-6c7b-4f83-ad5d-4d11b8b8c53c	nationwidechildrens.org_clinical.TCGA-06-0747.xml	c69200107cbc801a4e6893cd2bac8372	17336	live
47febd13-04f6-4ea7-8d2c-fe4da7c1b110	nationwidechildrens.org_clinical.TCGA-06-0208.xml	2bd4d715d0a01e38d5596d8b9ee20ad1	36312	live
48066d7d-5e48-4572-97f1-6deaf3f887c1	nationwidechildrens.org_clinical.TCGA-06-0167.xml	c2cf0478af498596af077944efede35b	34022	live
48ba4ed3-d4c4-4443-84f5-45fc3867199f	nationwidechildrens.org_clinical.TCGA-76-4931.xml	80142c94ecd2cc7daee672f214799443	31838	live
49b8bf7f-b5ef-41c3-8fd6-c859f631a3cb	nationwidechildrens.org_clinical.TCGA-32-2495.xml	3a845f04bd78527dfc0a68c16b82bcbc	61391	live
49c84286-9f39-475f-ac14-96dd9c7f14f9	nationwidechildrens.org_clinical.TCGA-08-0389.xml	795d8c65ca1fbaf49b3700ac3479c396	34150	live
4b43e6ee-ac82-44e5-86ca-a010a20f67bd	nationwidechildrens.org_clinical.TCGA-06-0648.xml	96da6ff60eb0ccb95838b6ebdd13519e	19127	live
4b921ea9-ec83-41be-94d2-2d7540166164	nationwidechildrens.org_clinical.TCGA-12-0778.xml	0790d0f3b98771ed63f8f74ea4db7c65	100006	live
4cd74ff9-b8f6-4f0b-a5f2-ed8634044f16	nationwidechildrens.org_clinical.TCGA-06-0878.xml	4c7c2e3d350c47d2bc0e8dfdaf0aad39	42300	live
4ce806b4-3f97-4ba7-a247-4dd0f502e542	nationwidechildrens.org_clinical.TCGA-14-0789.xml	1d30b1ff213e1e789d559c1d6e7a1ac3	50288	live
4d6bb622-58aa-4286-8734-23de72940a53	nationwidechildrens.org_clinical.TCGA-06-0192.xml	a1eba64fe6ef2dc6daa40c0a0e14c498	78620	live
4dd2d7fe-4e6f-494b-bd3c-90d8ba3a628e	nationwidechildrens.org_clinical.TCGA-02-2486.xml	e0e2cd853420d6300e25aa69b07615e6	46076	live
4e61eecf-5831-46ea-bb5b-28af008d15f1	nationwidechildrens.org_clinical.TCGA-14-1402.xml	ed5499fc66811bd738494349a2c07f82	74585	live
4ebaffc8-6524-4f28-88ea-26e04e36b2e6	nationwidechildrens.org_clinical.TCGA-06-0185.xml	e8a89d98ed6f62f5ffa35322074513c5	88628	live
4f2260c4-6a5d-47bb-ad55-04ec3e379b98	nationwidechildrens.org_clinical.TCGA-41-2575.xml	fe4122abede48eb92a434b51f42b0700	41308	live
50944d67-2722-49a1-a7b2-bbebf803435b	nationwidechildrens.org_clinical.TCGA-02-0439.xml	ed86d910c6627651e244fab1c6a7335e	19136	live
